id,title,ingredients,directions,link,source,NER,occasion,flavour_profile
134,Peanut Butter Rice Krispie Treats With Chocolate/Butterscotch Topping,"[""1 cup Creamy Peanut Butter"", ""1 cup Honey"", ""3/4 cups Sugar"", ""6 cups Rice Krispies"", ""1 cup Semi-Sweet Chocolate Chips"", ""1 cup Butterscotch Chips""]","[""Spray non-stick cooking spray in a 9x13 pan. Set pan aside."", ""In a large stock pot over medium heat melt the peanut butter, honey and sugar. Stir continually, so it doesn't scorch. You will still be able to see a little bit of the sugar, but when it is really creamy remove the pan from the heat and add the Rice Krispies. Stir gently until well combined. Spread the mixture in the pan and allow to cool."", ""In a small saucepan over medium-low heat, melt the chocolate chips and butterscotch chips. Make sure to continually stir, so it does not scorch. Once melted spread over Rice Krispies in the pan and put it into the refrigerator until the chocolate sets. Serve chilled.""]",tastykitchen.com/recipes/desserts/peanut-butter-rice-krispie-treats-with-chocolatebutterscotch-topping/,Gathered,"[""Peanut Butter"", ""Honey"", ""Sugar"", ""Rice Krispies"", ""Chocolate Chips"", ""Butterscotch Chips""]",Everyday,Chocolate
138,Hawaiian Cake,"[""1 yellow cake mix"", ""1 Tbsp. oil"", ""1 large can crushed pineapple, drained"", ""4 c. milk"", ""3 boxes coconut cream instant pudding"", ""1 oz. pkg. cream cheese"", ""1 bowl Cool Whip"", ""coconut""]","[""Mix cake as directed; add the oil."", ""Bake cake on greased cookie sheet with sides."", ""Cool."", ""Spread drained pineapple on cake. Mix pudding and milk; beat in cream cheese."", ""Spread over top of pineapple; spread Cool Whip on pudding."", ""Top with coconut. Refrigerate before cutting.""]",www.cookbooks.com/Recipe-Details.aspx?id=1030145,Gathered,"[""yellow cake"", ""oil"", ""pineapple"", ""milk"", ""coconut cream"", ""cream cheese"", ""bowl"", ""coconut""]",Everyday,Vanilla/Cream
140,Autumn Vegetable Cobbler Recipe,"[""1 sm onion sliced"", ""2 tsp extra virgin olive oil"", ""4 sm red potatoes cubed"", ""2 x carrots minced"", ""1/4 c. water"", ""2 med leeks halved lengthwise, and cut into slices"", ""2 c. minced fresh spinach (minced kale, collard greens, or possibly turnip greens may be substituted)"", ""1 c. vegetable broth"", ""2 tsp all-purpose flour"", ""3 Tbsp. chopped fresh parsley"", ""1 Tbsp. soy sauce"", ""1/2 tsp salt"", ""1 c. all-purpose flour"", ""1/2 c. cornbread mix"", ""1 tsp baking pwdr"", ""1/2 tsp salt"", ""1/4 tsp baking soda"", ""2 Tbsp. butter or possibly margarine softened"", ""3/4 c. buttermilk"", ""2 tsp honey""]","[""Saute/fry sliced onion in warm oil in a large saucepan over medium-high heat till tender."", ""Add in potato, carrot, and 1/4 c. water; cook, stirring constantly, 2 min."", ""Add in leeks and spinach, and cook 3 min or possibly till spinach wilts."", ""Whisk together vegetable broth and flour till smooth."", ""Stir broth mix, chopped parsley, soy sauce, and salt into spinach mix."", ""Bring to a boil; cook, stirring constantly, 1 minute."", ""Reduce heat to low; cook, stirring often, 5 min or possibly till thickened."", ""Prepare Cornbread Topping: Combine first 5 ingredients; cut in butter with a fork or possibly pastry blender till crumbly."", ""Stir together buttermilk and honey; stir into flour mix."", ""Spoon vegetable mix into a lightly greased 8-inch baking dish."", ""Drop Cornbread Topping by heaping tablespoonfuls onto warm vegetable mix."", ""Bake at 400 degrees for 30 min or possibly till golden brown."", ""This recipe yields 4 servings.""]",cookeatshare.com/recipes/autumn-vegetable-cobbler-72251,Recipes1M,"[""onion"", ""olive oil"", ""potatoes"", ""carrots"", ""water"", ""fresh spinach"", ""vegetable broth"", ""flour"", ""parsley"", ""soy sauce"", ""salt"", ""flour"", ""cornbread mix"", ""baking pwdr"", ""salt"", ""baking soda"", ""butter"", ""buttermilk"", ""honey""]",Everyday,Other
144,Quick Food Processor Biscuits,"[""2 cups flour"", ""2 1/2 teaspoons baking powder"", ""1/2 teaspoon salt"", ""1/3 cup shortening (I use butter )"", ""3/4 cup milk""]","[""Preheat the oven to 475 degrees."", ""Put the flour, baking powder and salt in the food processor. Pulse several times to mix."", ""If your shortening is hard cut it up before dropping on the food processor. Pulse until shortening is in bits about the size of small peas."", ""Add milk and pulse until dough comes together."", ""Dump on to a floured board and knead for a minute or two."", ""Roll to 1/2 inch thick and cut dough with a floured biscuit cutter."", ""Brush the biscuits with melted butter before baking on a lightly greased cookie sheet for 12-15 minutes.""]",www.food.com/recipe/quick-food-processor-biscuits-362018,Gathered,"[""flour"", ""baking powder"", ""salt"", ""shortening"", ""milk""]",Everyday,Other
146,Crock-Pot Macaroni And Cheese,"[""1 (8 oz.) box macaroni, cooked"", ""8 oz. mild Cheddar cheese, grated"", ""8 oz. sharp Cheddar cheese, grated"", ""2 eggs"", ""1/4 c. butter, melted"", ""1 small can evaporated milk"", ""2 c. sweet milk""]","[""Mix together and place in crock-pot."", ""Slice a few slices of cheese and place on top."", ""Sprinkle with paprika."", ""Cook 4 hours on low heat.""]",www.cookbooks.com/Recipe-Details.aspx?id=203435,Gathered,"[""macaroni"", ""Cheddar cheese"", ""Cheddar cheese"", ""eggs"", ""butter"", ""milk"", ""sweet milk""]",Everyday,Other
149,Double Chocolate Cloud Cookies,"[""3 egg whites"", ""3/4 c. sugar"", ""1/8 tsp. cream tartar"", ""1 tsp. vanilla extract"", ""2 Tbsp. cocoa"", ""3/4 c. Semi-Sweet Chocolate Chips"", ""Parchment paper to line your cookie sheets""]","[""Preheat oven to 300\u00b0, place parchment paper on cookie sheets. In a mixing bowl fluff 3 egg whites, and cream of tartar."", ""Slowly add your sugar and then put the tsp. of vanilla extract in the mixture making sure that the vanilla is thoroughly mixed in."", ""Then take the 2 Tbsp. of cocoa and sprinkle it on top of the mixture. Next you fold the cocoa in and after the cocoa is evenly folded you fold in the 3/4 c. of chocolate chips."", ""The next step is to spoon out tablespoon size cookies on your cookie sheet."", ""Bake approx. 12 minutes."", ""This recipe makes about 24 cookies."", ""You can have 3 cookies for only 2 points."", ""Weight Watchers.""]",www.cookbooks.com/Recipe-Details.aspx?id=107407,Gathered,"[""egg whites"", ""sugar"", ""cream tartar"", ""vanilla extract"", ""cocoa"", ""Semi-Sweet Chocolate Chips"", ""paper""]",Everyday,Chocolate
151,Pineapple Frosting,"[""1 (20 oz.) can crushed pineapple"", ""1 (5 5/8 oz.) box vanilla instant pudding"", ""1 (8 oz.) container frozen whipped topping""]","[""Combine all ingredients."", ""Spread on cake."", ""Cake must be refrigerated."", ""Delicious on a white cake.""]",www.cookbooks.com/Recipe-Details.aspx?id=942101,Gathered,"[""pineapple"", ""vanilla instant pudding"", ""frozen whipped topping""]",Everyday,Vanilla/Cream
154,Apple Crisp,"[""1 qt. sliced, peeled apples"", ""1/4 c. water"", ""3/4 c. sugar"", ""1/2 c. flour"", ""1 tsp. cinnamon"", ""6 Tbsp. butter""]","[""Slice apples into large, flat dish."", ""Add the water."", ""Combine dry ingredients and crumb in butter."", ""Pour over apples and bake at 350\u00b0 until golden brown.""]",www.cookbooks.com/Recipe-Details.aspx?id=661130,Gathered,"[""peeled apples"", ""water"", ""sugar"", ""flour"", ""cinnamon"", ""butter""]",Everyday,Spiced
161,Blackberry Cobbler,"[""2 1/2 c. blackberries"", ""2 Tbsp. tapioca"", ""1/2 c. sugar"", ""1/4 tsp. salt"", ""1/4 tsp. cinnamon"", ""dash of nutmeg"", ""1 Tbsp. butter"", ""baking powder dough biscuits""]","[""Wash fruit and measure into a shallow baking dish."", ""Combine the tapioca, sugar, salt and spices."", ""Stir in blackberries and let stand for 10 minutes."", ""Dot top with butter."", ""Roll biscuit dough to thickness of 1/4-inch."", ""Prick and arrange over top of fruit mixture."", ""Bake in hot oven at 400\u00b0 for 30 minutes or until well browned."", ""Serves 6"", ""to 8.""]",www.cookbooks.com/Recipe-Details.aspx?id=465670,Gathered,"[""blackberries"", ""tapioca"", ""sugar"", ""salt"", ""cinnamon"", ""nutmeg"", ""butter"", ""baking powder dough""]",Everyday,Fruity/Berry
162,Vanilla Wafer Cake,"[""1 (16 oz.) pkg. vanilla wafers"", ""2 sticks butter"", ""2 c. sugar"", ""6 eggs"", ""1 c. chopped nuts"", ""1 c. coconut"", ""1/2 c. milk""]","[""Preheat oven to 325\u00b0."", ""Crush wafers (fine)."", ""Cream butter and sugar, adding eggs, one at a time, and blending after each."", ""Add all other ingredients and mix well.""]",www.cookbooks.com/Recipe-Details.aspx?id=782747,Gathered,"[""vanilla wafers"", ""butter"", ""sugar"", ""eggs"", ""nuts"", ""coconut"", ""milk""]",Everyday,Vanilla/Cream
170,Granola-Bacon Pancakes With Fried Egg,"[""4 tablespoons Salted Butter, divided"", ""1 cup Milk"", ""1 Egg (You'll need 2-3 more for the fried eggs that top the pancakes)"", ""1 cup Flour (white, unbleached)"", ""2 tablespoons Sugar"", ""1/2 teaspoon Baking Soda"", ""3 teaspoons Baking Powder"", ""1/2 teaspoon Salt"", ""1 Piece cooked, crispy bacon, minced"", ""1/2 cup Granola, plus a little more for garnish"", ""2-3 Over-Easy Fried Eggs (runny yolk)"", ""3 tablespoons Maple Syrup""]","[""Preheat oven to 200 degrees Fahrenheit. Place plates in oven.\r\nPreheat griddle or large cast iron skillet over high heat. Meanwhile:\r\n In a glass measuring cup, melt 3 of the tablespoons of butter in the microwave, reserving the other tablespoon for the griddle to cook the pancakes. Pour the milk over the melted butter, stir, and whisk in the egg."", ""In a large measuring bowl (8-cup), add the dry ingredients: flour - salt. Mix well with a fork. Beat in the milk mixture until just combined. Stir in the bacon and granola."", ""Flick a little water off your fingers onto the hot griddle. If the drops pop wildly, fly up and disappear, it's ready. Grease hot griddle or pan with reserved butter. Ladle or pour about 1/2 cup batter onto the griddle for each 4-5-inch pancake. Cook until lots of bubbles appear on top and bottom is quite brown. Flip and cook briefly on the other side until done through. Repeat until batter is completely used, placing pancakes on plates in the warm oven."", ""When the pancakes are all made, top each stack with one fried egg. (2 pancakes each to serve 3, or 2 pancakes each to serve 3.) Garnish with a little extra granola and a drizzle of syrup. (You can drizzle the syrup before you put the egg on top if you like or skip the syrup totally and use the egg yolk for a sauce.)"", ""Note: 1. While you're cooking the last of the pancakes, fry the eggs so that they're fresh and hot. 2. Extra pancake? Spread with peanut butter + honey; roll up and take for lunch at work.""]",food52.com/recipes/26215-granola-bacon-pancakes-with-fried-egg,Gathered,"[""Butter"", ""Milk"", ""Egg"", ""Flour"", ""Sugar"", ""Baking Soda"", ""Baking Powder"", ""Salt"", ""bacon"", ""Eggs"", ""Maple Syrup""]",Everyday,Caramel
174,Better For Your Heart  - Chewy Chocolate Chip Cookies Low Fat,"[""3 tablespoons canola oil"", ""2 1/2 tablespoons light corn syrup or 2 1/2 tablespoons honey"", ""3/4 cup brown sugar"", ""1/2 cup granulated sugar"", ""1 1/2 teaspoons vanilla extract"", ""1 teaspoon butter flavor extract"", ""3 large egg whites"", ""1 1/4 cups all-purpose flour"", ""1 1/4 cups whole wheat flour"", ""1 teaspoon baking soda"", ""1/2 teaspoon salt"", ""1 cup semi-sweet chocolate chips"", ""cooking spray (optional)""]","[""Combine oil and syrup in large bowl, stir with whisk, add sugars and stir until well blended, add vanilla, butter flavoring and egg whites."", ""Lightly spoon flours into dry measuring cups and combine flours, baking soda and salt in a small bowl - add to sugar mixture, stirring until well combined."", ""Add chips - cover and chill 1 hour."", ""Preheat oven to 375\u00b0."", ""Drop dough by level tablespoons, 2-inches apart on cookie sheets coated with cooking spray."", ""Bake for 8 minutes, remove and cool on pan for 2 minutes; remove and cool on wire racks."", ""I use Silpat liners - thus not needing cooking spray - I recommend everyone buy some Silpat liners (I've given them away to almost everyone I know!).""]",www.food.com/recipe/better-for-your-heart-chewy-chocolate-chip-cookies-low-fat-114019,Gathered,"[""canola oil"", ""light corn syrup"", ""brown sugar"", ""granulated sugar"", ""vanilla"", ""butter"", ""egg whites"", ""flour"", ""whole wheat flour"", ""baking soda"", ""salt"", ""semi-sweet chocolate chips"", ""cooking spray""]",Valentine,Chocolate
178,Maraschino Coconut Cake,"[""1/2 c. coconut"", ""1/2 c. chopped nuts"", ""18 maraschino cherries, cut fine"", ""4 egg whites"", ""1/2 c. shortening"", ""1 1/2 c. sugar"", ""3 c. sifted cake flour"", ""3 tsp. baking powder"", ""1/2 tsp. salt"", ""1 c. maraschino cherry juice and water mixed""]","[""Cream shortening; add 1 cup sugar gradually, creaming until light and fluffy.""]",www.cookbooks.com/Recipe-Details.aspx?id=402851,Gathered,"[""coconut"", ""nuts"", ""maraschino cherries"", ""egg whites"", ""shortening"", ""sugar"", ""cake flour"", ""baking powder"", ""salt"", ""maraschino cherry juice""]",Everyday,Vanilla/Cream
180,Cinnamon Walnut Coffee Cake,"[""1 (18 ounce) yellow cake mix"", ""2 (3 ounce) packages instant vanilla pudding"", ""1 cup water"", ""1 tablespoon water"", ""1 cup vegetable oil"", ""4 eggs"", ""1 cup brown sugar"", ""1 tablespoon cinnamon"", ""1 cup walnuts, chopped""]","[""Grease and flour a 9 x13 pan, and preheat your oven to 325 degrees F."", ""Mix the cake mix, pudding, water, vegetable oil and eggs, but do not over mix."", ""In another bowl, combine the brown sugar, cinnamon and nuts."", ""Spread about half of the cake mixture in your prepared pan, and sprinkle about 2/3 of the nut mixture over that."", ""Spread the remaining cake mix over the filling (mix is thick and will be a little difficult, but it doesn't need to be perfect), and sprinkle the remaining nut mix over the top."", ""Bake 45-55 minutes (depending on your oven). Cake is done when top springs back when touched, or cake tester inserted in the center comes out clean.""]",www.food.com/recipe/cinnamon-walnut-coffee-cake-287429,Gathered,"[""yellow cake"", ""instant vanilla pudding"", ""water"", ""water"", ""vegetable oil"", ""eggs"", ""brown sugar"", ""cinnamon"", ""walnuts""]",Everyday,Vanilla/Cream
183,Bread Machine Doggie Biscuits Recipe,"[""3/4 c. Warm water or possibly meat juice"", ""1/3 c. Margarine"", ""1/2 c. Powdered lowfat milk"", ""1 x Egg, beaten"", ""3 c. Whole wheat flour""]","[""Mix well - roll in to small logs in your hands and bake at 325 degrees for about 50 mins.""]",cookeatshare.com/recipes/bread-machine-doggie-biscuits-91472,Recipes1M,"[""water"", ""Margarine"", ""milk"", ""Egg"", ""Whole wheat flour""]",Everyday,Other
185,Fruit Pudding Cake,"[""1 (No. 303) can fruit cocktail, drained"", ""1 egg, mixed with 1 c. sugar"", ""1/2 c. fruit juice"", ""1 c. flour"", ""1/2 tsp. allspice"", ""1 tsp. cinnamon"", ""1 tsp. baking soda"", ""1/2 tsp. salt"", ""1 tsp. vanilla""]","[""Drain fruit cocktail,"", ""Mix egg with sugar."", ""Add fruit juice, then fruit."", ""Add flour, allspice, cinnamon, baking soda, salt and vanilla."", ""Mix together and put into greased 13 x 8-inch pan. Sprinkle over top of batter:"", ""1/2 cup brown sugar mixed with 3/4 cup pecans."", ""Bake at 350\u00b0.""]",www.cookbooks.com/Recipe-Details.aspx?id=658246,Gathered,"[""fruit cocktail"", ""egg"", ""fruit juice"", ""flour"", ""allspice"", ""cinnamon"", ""baking soda"", ""salt"", ""vanilla""]",Everyday,Vanilla/Cream
192,Fruit Cake Cookies,"[""1 c. butter"", ""1 c. light brown sugar"", ""3 eggs"", ""3 c. plain flour"", ""1 tsp. soda"", ""1 tsp. cinnamon"", ""1/2 lb. dates"", ""1/2 lb. candied cherries"", ""1/2 lb. candied pineapple"", ""1/2 c. wine"", ""3 c. nuts, chopped""]","[""Mix as for fruit cake."", ""Drop by small teaspoon on cookie sheet."", ""Bake slowly (300\u00b0).""]",www.cookbooks.com/Recipe-Details.aspx?id=907021,Gathered,"[""butter"", ""light brown sugar"", ""eggs"", ""flour"", ""soda"", ""cinnamon"", ""dates"", ""candied cherries"", ""candied pineapple"", ""wine"", ""nuts""]",Everyday,Spiced
196,Popcorn Krispies,"[""1 sq. margarine or butter"", ""50 caramels"", ""1 tsp. vanilla"", ""1 can Eagle Brand milk"", ""1 box Rice Krispies"", ""1 pkg. marshmallows""]","[""Melt"", ""together"", ""the butter, caramels, vanilla and Eagle Brand milk."", ""Cut"", ""the marshmallows in half."", ""Dip the marshmallows in the"", ""caramel"", ""mixture and then roll in Rice Krispies. Put on wire rack or waxed paper.""]",www.cookbooks.com/Recipe-Details.aspx?id=1026312,Gathered,"[""margarine"", ""caramels"", ""vanilla"", ""milk"", ""Rice Krispies"", ""marshmallows""]",Everyday,Vanilla/Cream
